Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR18856105_1	(1, 0.001472610698121631)	(2, 1.1972444700175863e-05)	(3, 0.0)	(4, 1.1972444700175863e-05)	(5, 0.00027536622810404485)	(6, 0.01102662156886197)	(7, 0.0018677013732274345)	(8, 0.0004190355645061552)	(9, 0.0007782089055114311)	(10, 0.0003472008963051)	(11, 0.00010775200230158276)	(12, 0.0004070631198059793)	(13, 0.0006345395691093208)	(14, 0.0004669253433068586)	(15, 0.0006704569032098483)	(16, 0.0008739884631128379)	(17, 0.0008979333525131897)	(18, 0.0005028426774073862)	(19, 0.00017958667050263795)	(20, 0.000610594679708969)	(21, 0.00037114578570545173)	(22, 0.0002993111175043966)	(23, 0.00016761422580246208)	(24, 0.00017958667050263795)	(25, 0.00019155911520281381)	(26, 0.0004908702327072104)	(27, 2.3944889400351727e-05)	(28, 5.986222350087932e-05)	(29, 8.380711290123104e-05)	(30, 0.0002274764493033414)	(31, 0.0004070631198059793)	(32, 0.0012092169147177622)	(33, 1.1972444700175863e-05)	(34, 0.0005148151221075622)	(35, 0.0004549528986066828)	(36, 7.183466820105519e-05)	(37, 0.00021550400460316552)	(38, 0.0005507324562080897)	(39, 0.00014366933640211037)	(40, 0.0004669253433068586)	(41, 0.0005627049009082655)	(42, 0.0005028426774073862)	(43, 0.00031128356220457243)	(44, 0.0006824293479100242)	(45, 0.0006824293479100242)	(46, 0.0008979333525131897)	(47, 0.0006824293479100242)	(48, 0.0005866497903086173)	(49, 0.002705772502239745)	(50, 0.001125409801816531)	(51, 0.0008979333525131897)	(52, 0.0007542640161110793)	(53, 0.0010296302442151244)	(54, 0.0013768311405202242)	(55, 0.001819811594426731)	(56, 0.0014247209193209277)	(57, 0.0009937129101145966)	(58, 0.0004669253433068586)	(59, 0.0002514213387036931)	(60, 0.0024782960529364036)	(61, 0.00027536622810404485)	(62, 0.000526787566807738)	(63, 0.0004549528986066828)	(64, 0.0008859609078130138)	(65, 0.00027536622810404485)	(66, 0.0005387600115079139)	(67, 0.0004908702327072104)	(68, 0.0007662364608112553)	(69, 0.0020592604884302488)	(70, 0.0011014649124161794)	(71, 0.0003472008963051)	(72, 0.00031128356220457243)	(73, 0.00039509067510580347)	(74, 0.0008021537949117828)
SRR18856106_1	(1, 0.0018111886746372177)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0004244973456180978)	(6, 0.012197223730760012)	(7, 0.001896088143760837)	(8, 0.0003678976995356848)	(9, 0.0007357953990713696)	(10, 0.0002546984073708587)	(11, 0.0)	(12, 0.0004527971686593044)	(13, 0.0007923950451537827)	(14, 0.0005659964608241305)	(15, 0.0007640952221125761)	(16, 0.0006225961069065435)	(17, 0.0009055943373186088)	(18, 0.0005093968147417174)	(19, 0.00014149911520603263)	(20, 0.0007074955760301631)	(21, 0.0003395978764944783)	(22, 0.0003678976995356848)	(23, 5.659964608241305e-05)	(24, 0.00019809876128844568)	(25, 0.00028299823041206526)	(26, 0.0005093968147417174)	(27, 0.0001131992921648261)	(28, 5.659964608241305e-05)	(29, 8.489946912361958e-05)	(30, 0.00016979893824723915)	(31, 0.0004244973456180978)	(32, 0.0017545890285548043)	(33, 0.0)	(34, 0.000594296283865337)	(35, 0.0007074955760301631)	(36, 5.659964608241305e-05)	(37, 0.00039619752257689136)	(38, 0.00048109699170051086)	(39, 0.0002263985843296522)	(40, 0.0002546984073708587)	(41, 0.0003395978764944783)	(42, 0.00039619752257689136)	(43, 0.00028299823041206526)	(44, 0.0005659964608241305)	(45, 0.0006225961069065435)	(46, 0.0006225961069065435)	(47, 0.0006225961069065435)	(48, 0.0004527971686593044)	(49, 0.002999781242367892)	(50, 0.0009621939834010217)	(51, 0.0007923950451537827)	(52, 0.0005093968147417174)	(53, 0.0008772945142774022)	(54, 0.001188592567730674)	(55, 0.0018677883207196308)	(56, 0.0015281904442251521)	(57, 0.0009055943373186088)	(58, 0.00039619752257689136)	(59, 0.0001131992921648261)	(60, 0.0028016824810794456)	(61, 0.0004527971686593044)	(62, 0.000594296283865337)	(63, 0.00039619752257689136)	(64, 0.0008206948681949893)	(65, 0.00031129805345327176)	(66, 0.000594296283865337)	(67, 0.0003395978764944783)	(68, 0.0007923950451537827)	(69, 0.002433784781543761)	(70, 0.0011602927446894675)	(71, 0.00048109699170051086)	(72, 0.00031129805345327176)	(73, 0.00039619752257689136)	(74, 0.0007923950451537827)
SRR18856107_1	(1, 0.0013418221475125468)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00030190998319032305)	(6, 0.011170669378041953)	(7, 0.0022810976507713298)	(8, 0.00030190998319032305)	(9, 0.0006709110737562734)	(10, 0.00040254664425376404)	(11, 0.00010063666106344101)	(12, 0.0003690010905659504)	(13, 0.0008386388421953418)	(14, 0.000503183305317205)	(15, 0.0008386388421953418)	(16, 0.0006709110737562734)	(17, 0.000905729949570969)	(18, 0.000503183305317205)	(19, 6.709110737562734e-05)	(20, 0.0006038199663806461)	(21, 0.0003354555368781367)	(22, 0.0003690010905659504)	(23, 0.00010063666106344101)	(24, 6.709110737562734e-05)	(25, 0.00016772776843906835)	(26, 0.0003690010905659504)	(27, 3.354555368781367e-05)	(28, 6.709110737562734e-05)	(29, 0.00023481887581469572)	(30, 0.00010063666106344101)	(31, 0.00030190998319032305)	(32, 0.0011740943790734784)	(33, 3.354555368781367e-05)	(34, 0.0005367288590050187)	(35, 0.0005367288590050187)	(36, 3.354555368781367e-05)	(37, 0.00040254664425376404)	(38, 0.00030190998319032305)	(39, 0.00010063666106344101)	(40, 0.00026836442950250934)	(41, 0.00030190998319032305)	(42, 0.00030190998319032305)	(43, 6.709110737562734e-05)	(44, 0.00043609219794157775)	(45, 0.0003690010905659504)	(46, 0.0005702744126928324)	(47, 0.0005702744126928324)	(48, 0.00043609219794157775)	(49, 0.0019791876675810064)	(50, 0.0007715477348197144)	(51, 0.00046963775162939145)	(52, 0.00046963775162939145)	(53, 0.0005702744126928324)	(54, 0.0011070032716978511)	(55, 0.0015430954696394289)	(56, 0.0012076399327612922)	(57, 0.0007380021811319008)	(58, 0.00030190998319032305)	(59, 0.00016772776843906835)	(60, 0.0019456421138931929)	(61, 0.00020127332212688202)	(62, 0.0003690010905659504)	(63, 0.0003690010905659504)	(64, 0.0009392755032587829)	(65, 0.0003690010905659504)	(66, 0.0006373655200684598)	(67, 0.00043609219794157775)	(68, 0.0005367288590050187)	(69, 0.0015095499159516151)	(70, 0.0007380021811319008)	(71, 0.0003690010905659504)	(72, 0.00030190998319032305)	(73, 0.00023481887581469572)	(74, 0.0007380021811319008)
SRR18856108_1	(1, 0.0013620250092555792)	(2, 0.0)	(3, 0.0)	(4, 3.095511384671771e-05)	(5, 0.00018573068308030624)	(6, 0.010555693821730737)	(7, 0.0019811272861899334)	(8, 0.0003405062523138948)	(9, 0.0006500573907810719)	(10, 0.0003714613661606125)	(11, 0.0)	(12, 0.0007119676184745072)	(13, 0.0008667431877080957)	(14, 0.0005881471630876364)	(15, 0.000742922732321225)	(16, 0.0008048329600146604)	(17, 0.0009286534154015311)	(18, 0.0004024164800073302)	(19, 6.191022769343542e-05)	(20, 0.0005881471630876364)	(21, 0.00046432670770076554)	(22, 0.00012382045538687083)	(23, 3.095511384671771e-05)	(24, 3.095511384671771e-05)	(25, 0.00012382045538687083)	(26, 0.000526236935394201)	(27, 6.191022769343542e-05)	(28, 0.0)	(29, 6.191022769343542e-05)	(30, 3.095511384671771e-05)	(31, 0.00030955113846717705)	(32, 0.0011143840984818374)	(33, 0.0)	(34, 0.0003714613661606125)	(35, 0.00024764091077374167)	(36, 6.191022769343542e-05)	(37, 0.00027859602462045936)	(38, 0.00046432670770076554)	(39, 9.286534154015312e-05)	(40, 0.0003405062523138948)	(41, 0.000526236935394201)	(42, 0.0004952818215474833)	(43, 0.00030955113846717705)	(44, 0.0006191022769343541)	(45, 0.0006500573907810719)	(46, 0.0010215187569416844)	(47, 0.0007738778461679428)	(48, 0.0006191022769343541)	(49, 0.001919217058496498)	(50, 0.0011762943261752728)	(51, 0.0008667431877080957)	(52, 0.0007119676184745072)	(53, 0.0009905636430949667)	(54, 0.0013310698954088615)	(55, 0.0017953966031096268)	(56, 0.0016406210338760384)	(57, 0.0010834289846351195)	(58, 0.00046432670770076554)	(59, 0.00021668579692702393)	(60, 0.002012082400036651)	(61, 0.0004024164800073302)	(62, 0.0005571920492409187)	(63, 0.0004024164800073302)	(64, 0.0006191022769343541)	(65, 0.00024764091077374167)	(66, 0.0006500573907810719)	(67, 0.00046432670770076554)	(68, 0.000835788073861378)	(69, 0.0012072494400219905)	(70, 0.0012072494400219905)	(71, 0.0004024164800073302)	(72, 0.00015477556923358852)	(73, 0.0004024164800073302)	(74, 0.0005881471630876364)
SRR18856109_1	(1, 0.0011238622019067895)	(2, 2.247724403813579e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0002922041724957653)	(6, 0.010901463358495858)	(7, 0.002202769915737308)	(8, 0.00031468141653390104)	(9, 0.0006293628330678021)	(10, 0.0004495448807627158)	(11, 0.00011238622019067895)	(12, 0.0004495448807627158)	(13, 0.0008091807853728885)	(14, 0.00042706763672458007)	(15, 0.0007867035413347527)	(16, 0.0006068855890296663)	(17, 0.0011238622019067895)	(18, 0.0006293628330678021)	(19, 6.743173211440737e-05)	(20, 0.0006967945651822094)	(21, 0.0005169766128771232)	(22, 0.0002922041724957653)	(23, 8.990897615254316e-05)	(24, 0.00011238622019067895)	(25, 0.00015734070826695052)	(26, 0.0005169766128771232)	(27, 0.00011238622019067895)	(28, 0.00011238622019067895)	(29, 0.00013486346422881474)	(30, 0.00020229519634322213)	(31, 0.0002697269284576295)	(32, 0.0011688166899830612)	(33, 4.495448807627158e-05)	(34, 0.000651840077105938)	(35, 0.0004495448807627158)	(36, 0.00011238622019067895)	(37, 0.00033715866057203685)	(38, 0.00042706763672458007)	(39, 0.00020229519634322213)	(40, 0.00035963590461017265)	(41, 0.0004944993688389874)	(42, 0.0005619311009533947)	(43, 0.00038211314864830846)	(44, 0.0005619311009533947)	(45, 0.0005844083449915306)	(46, 0.0007417490532584812)	(47, 0.0006743173211440737)	(48, 0.0005619311009533947)	(49, 0.0025174513322712084)	(50, 0.0009440442496017032)	(51, 0.0007867035413347527)	(52, 0.0007192718092203453)	(53, 0.0008091807853728885)	(54, 0.0011463394459449254)	(55, 0.001393589130364419)	(56, 0.001303680154211876)	(57, 0.0009440442496017032)	(58, 0.0004495448807627158)	(59, 0.0002922041724957653)	(60, 0.002067906451508493)	(61, 0.00035963590461017265)	(62, 0.0006293628330678021)	(63, 0.00038211314864830846)	(64, 0.0007417490532584812)	(65, 0.00017981795230508633)	(66, 0.0005844083449915306)	(67, 0.00038211314864830846)	(68, 0.0006743173211440737)	(69, 0.0017757022790127275)	(70, 0.0009889987376779747)	(71, 0.00040459039268644426)	(72, 0.0002472496844194937)	(73, 0.00035963590461017265)	(74, 0.0009889987376779747)
SRR18856110_1	(1, 0.0018449615107484101)	(2, 3.354475474088019e-05)	(3, 0.0)	(4, 3.354475474088019e-05)	(5, 0.0003019027926679217)	(6, 0.011170403328713103)	(7, 0.0017443272465257698)	(8, 0.0005031713211132028)	(9, 0.0006708950948176038)	(10, 0.00036899230214968207)	(11, 6.708950948176038e-05)	(12, 0.00040253705689056226)	(13, 0.001241155925412567)	(14, 0.0007044398495584838)	(15, 0.0008050741137811245)	(16, 0.0007379846042993641)	(17, 0.0005031713211132028)	(18, 0.00043608181163144245)	(19, 0.0)	(20, 0.0010063426422264057)	(21, 0.00036899230214968207)	(22, 0.00023481328318616132)	(23, 6.708950948176038e-05)	(24, 0.00023481328318616132)	(25, 6.708950948176038e-05)	(26, 0.0006373503400767236)	(27, 0.00023481328318616132)	(28, 0.00010063426422264057)	(29, 0.00010063426422264057)	(30, 0.00010063426422264057)	(31, 0.00043608181163144245)	(32, 0.0012076111706716868)	(33, 3.354475474088019e-05)	(34, 0.0005031713211132028)	(35, 0.0003354475474088019)	(36, 6.708950948176038e-05)	(37, 0.0003354475474088019)	(38, 0.00036899230214968207)	(39, 0.00013417901896352075)	(40, 0.00040253705689056226)	(41, 0.00036899230214968207)	(42, 0.0005702608305949632)	(43, 0.00043608181163144245)	(44, 0.0006373503400767236)	(45, 0.0006038055853358434)	(46, 0.0010398873969672858)	(47, 0.0007044398495584838)	(48, 0.0006373503400767236)	(49, 0.002314588077120733)	(50, 0.0011740664159308066)	(51, 0.0007379846042993641)	(52, 0.0005702608305949632)	(53, 0.0012076111706716868)	(54, 0.0015766034728213686)	(55, 0.0020462300391936917)	(56, 0.0015430587180804887)	(57, 0.0010398873969672858)	(58, 0.00040253705689056226)	(59, 0.0002683580379270415)	(60, 0.0023816775866024936)	(61, 0.00036899230214968207)	(62, 0.00023481328318616132)	(63, 0.0003354475474088019)	(64, 0.0006708950948176038)	(65, 0.00020126852844528113)	(66, 0.0003019027926679217)	(67, 0.0003354475474088019)	(68, 0.0005702608305949632)	(69, 0.001643692982303129)	(70, 0.0011405216611899264)	(71, 0.00020126852844528113)	(72, 0.0003354475474088019)	(73, 0.00036899230214968207)	(74, 0.0007379846042993641)
SRR18856111_1	(1, 0.0015753044633899243)	(2, 2.0458499524544473e-05)	(3, 0.0)	(4, 4.0916999049088946e-05)	(5, 0.0002864189933436226)	(6, 0.011681803228514892)	(7, 0.0021481424500771696)	(8, 0.0004910039885890673)	(9, 0.0005932964862117897)	(10, 0.00038871149096634497)	(11, 0.00010229249762272236)	(12, 0.0005114624881136118)	(13, 0.0008592569800308678)	(14, 0.0005319209876381562)	(15, 0.0007978814814572343)	(16, 0.0011456759733744905)	(17, 0.0008592569800308678)	(18, 0.0006137549857363341)	(19, 0.00012275099714726683)	(20, 0.000695588983834512)	(21, 0.0004296284900154339)	(22, 0.00012275099714726683)	(23, 0.00016366799619635578)	(24, 0.00018412649572090023)	(25, 0.00012275099714726683)	(26, 0.00047054548906452277)	(27, 6.137549857363342e-05)	(28, 4.0916999049088946e-05)	(29, 8.183399809817789e-05)	(30, 0.00016366799619635578)	(31, 0.0006342134852608786)	(32, 0.0012479684709972127)	(33, 0.0)	(34, 0.0007160474833590565)	(35, 0.0004296284900154339)	(36, 8.183399809817789e-05)	(37, 0.0002659604938190781)	(38, 0.00032733599239271157)	(39, 0.00012275099714726683)	(40, 0.00047054548906452277)	(41, 0.00038871149096634497)	(42, 0.0005114624881136118)	(43, 0.00030687749286816707)	(44, 0.0005114624881136118)	(45, 0.0004500869895399784)	(46, 0.0007569644824081455)	(47, 0.0006751304843099676)	(48, 0.0005319209876381562)	(49, 0.0022708934472244363)	(50, 0.001002466476702679)	(51, 0.000695588983834512)	(52, 0.0006751304843099676)	(53, 0.0009001739790799567)	(54, 0.0011252174738499458)	(55, 0.0018412649572090024)	(56, 0.0014730119657672019)	(57, 0.0009001739790799567)	(58, 0.000347794491917256)	(59, 0.00030687749286816707)	(60, 0.002557312440568059)	(61, 0.0002864189933436226)	(62, 0.00038871149096634497)	(63, 0.00047054548906452277)	(64, 0.0009820079771781347)	(65, 0.00030687749286816707)	(66, 0.0006137549857363341)	(67, 0.0004296284900154339)	(68, 0.0007365059828836009)	(69, 0.0018003479581599135)	(70, 0.0010229249762272236)	(71, 0.0004091699904908894)	(72, 0.000347794491917256)	(73, 0.0005114624881136118)	(74, 0.0008183399809817788)
SRR18856112_1	(1, 0.001630001091392035)	(2, 0.0)	(3, 1.4173922533843782e-05)	(4, 2.8347845067687565e-05)	(5, 0.0001700870704061254)	(6, 0.01007765892156293)	(7, 0.0017008707040612541)	(8, 0.0004960872886845324)	(9, 0.0004960872886845324)	(10, 0.000326000218278407)	(11, 5.669569013537513e-05)	(12, 0.00018426099293996918)	(13, 0.0009354788872336897)	(14, 0.0004960872886845324)	(15, 0.0007228700492260329)	(16, 0.0007795657393614081)	(17, 0.0011622616477751902)	(18, 0.0006094786689552827)	(19, 0.00011339138027075026)	(20, 0.0007937396618952518)	(21, 0.0003543480633460946)	(22, 0.00045356552108300103)	(23, 0.00015591314787228162)	(24, 0.00021260883800765676)	(25, 0.00011339138027075026)	(26, 0.0005386090562860637)	(27, 8.50435352030627e-05)	(28, 0.00012756530280459406)	(29, 0.00018426099293996918)	(30, 9.921745773690648e-05)	(31, 0.0003401741408122508)	(32, 0.0010205224224367525)	(33, 0.0)	(34, 0.00046773944361684487)	(35, 0.00022678276054150052)	(36, 5.669569013537513e-05)	(37, 0.00029765237321071947)	(38, 0.00036852198587993836)	(39, 7.086961266921892e-05)	(40, 0.000326000218278407)	(41, 0.0003401741408122508)	(42, 0.000326000218278407)	(43, 0.00018426099293996918)	(44, 0.0004819133661506887)	(45, 0.00045356552108300103)	(46, 0.0006378265140229702)	(47, 0.0004819133661506887)	(48, 0.0004393915985491573)	(49, 0.002083566612475036)	(50, 0.0008646092745644708)	(51, 0.0006094786689552827)	(52, 0.0004819133661506887)	(53, 0.0008079135844290957)	(54, 0.001105565957639815)	(55, 0.0015591314787228162)	(56, 0.0012756530280459404)	(57, 0.0007228700492260329)	(58, 0.0002834784506768757)	(59, 0.00025513060560918813)	(60, 0.0018000881617981604)	(61, 0.00036852198587993836)	(62, 0.0005953047464214389)	(63, 0.0003826959084137822)	(64, 0.0008787831970983146)	(65, 0.0002834784506768757)	(66, 0.000652000436556814)	(67, 0.0003968698309476259)	(68, 0.0008362614294967831)	(69, 0.0016441750139258788)	(70, 0.0010772181125721274)	(71, 0.0003543480633460946)	(72, 0.00024095668307534435)	(73, 0.00046773944361684487)	(74, 0.0008504353520306271)
SRR18856113_1	(1, 0.0013451220547611026)	(2, 1.076097643808882e-05)	(3, 0.0)	(4, 0.0)	(5, 0.00033359026958075343)	(6, 0.010943913037536331)	(7, 0.0016571903714656783)	(8, 0.0003228292931426646)	(9, 0.0006133756569710627)	(10, 0.000419678081085464)	(11, 0.0)	(12, 0.0004627219868378193)	(13, 0.0008501171386090169)	(14, 0.0004627219868378193)	(15, 0.0008070732328566616)	(16, 0.0008178342092947503)	(17, 0.0008824000679232833)	(18, 0.0005703317512187075)	(19, 9.684878794279938e-05)	(20, 0.0006133756569710627)	(21, 0.0003120683167045758)	(22, 0.000301307340266487)	(23, 7.532683506662174e-05)	(24, 9.684878794279938e-05)	(25, 0.0001614146465713323)	(26, 0.0005165268690282634)	(27, 0.00010760976438088821)	(28, 4.304390575235528e-05)	(29, 8.608781150471056e-05)	(30, 8.608781150471056e-05)	(31, 0.0003981561282092864)	(32, 0.0012913171725706584)	(33, 0.0)	(34, 0.0005488097983425298)	(35, 0.0003766341753331087)	(36, 6.456585862853293e-05)	(37, 0.00019369757588559876)	(38, 0.00040891710464737514)	(39, 7.532683506662174e-05)	(40, 0.00034435124601884224)	(41, 0.0003873951517711975)	(42, 0.0003873951517711975)	(43, 0.00021521952876177642)	(44, 0.00043043905752355283)	(45, 0.0005272878454663522)	(46, 0.0006994634684757734)	(47, 0.0005918537040948851)	(48, 0.00043043905752355283)	(49, 0.0025180684865127837)	(50, 0.0008931610443613722)	(51, 0.0007640293271043064)	(52, 0.0005595707747806187)	(53, 0.0007640293271043064)	(54, 0.001205229361065948)	(55, 0.0016249074421514121)	(56, 0.0012159903375040366)	(57, 0.0007855512799804839)	(58, 0.0003658731988950199)	(59, 0.0002475024580760429)	(60, 0.002292087981312919)	(61, 0.0003228292931426646)	(62, 0.00035511222245693106)	(63, 0.0004842439397139969)	(64, 0.0008178342092947503)	(65, 0.000301307340266487)	(66, 0.000538048821904441)	(67, 0.0003658731988950199)	(68, 0.0006887024920376845)	(69, 0.0017325172065323)	(70, 0.0010007708087422604)	(71, 0.0003120683167045758)	(72, 0.00020445855232368757)	(73, 0.0003873951517711975)	(74, 0.0008824000679232833)
SRR18856114_1	(1, 0.0016945532379940586)	(2, 2.529183937304565e-05)	(3, 0.0)	(4, 0.0)	(5, 0.00024027247404393367)	(6, 0.011077825645393995)	(7, 0.0020233471498436522)	(8, 0.00048054494808786734)	(9, 0.0006828796630722326)	(10, 0.0002655643134169793)	(11, 8.852143780565978e-05)	(12, 0.0005184827071474358)	(13, 0.0008093388599374608)	(14, 0.0005184827071474358)	(15, 0.0007587551811913696)	(16, 0.0007081715024452783)	(17, 0.0010243194946083487)	(18, 0.0004426071890282989)	(19, 0.00015175103623827393)	(20, 0.0008472766189970293)	(21, 0.0004931908677743902)	(22, 0.0002655643134169793)	(23, 0.0001011673574921826)	(24, 0.00017704287561131957)	(25, 0.00013910511655175107)	(26, 0.00045525310871482173)	(27, 6.322959843261413e-05)	(28, 7.587551811913696e-05)	(29, 0.0001011673574921826)	(30, 0.00017704287561131957)	(31, 0.00036673167090916196)	(32, 0.0011381327717870544)	(33, 2.529183937304565e-05)	(34, 0.00048054494808786734)	(35, 0.000290856152790025)	(36, 0.00011381327717870543)	(37, 0.00030350207247654786)	(38, 0.00024027247404393367)	(39, 7.587551811913696e-05)	(40, 0.00039202351028220757)	(41, 0.00030350207247654786)	(42, 0.0004426071890282989)	(43, 0.00022762655435741087)	(44, 0.0005690663858935272)	(45, 0.0004678990284013445)	(46, 0.0008093388599374608)	(47, 0.0006449419040126642)	(48, 0.0005184827071474358)	(49, 0.0022130359451414945)	(50, 0.0008978602977431206)	(51, 0.0007208174221318011)	(52, 0.0005184827071474358)	(53, 0.0009231521371161662)	(54, 0.0011507786914735773)	(55, 0.0016945532379940586)	(56, 0.0014416348442636022)	(57, 0.0008093388599374608)	(58, 0.0003287939118495935)	(59, 0.00030350207247654786)	(60, 0.0018589501939188554)	(61, 0.0004046694299687304)	(62, 0.0005943582252665729)	(63, 0.00039202351028220757)	(64, 0.0009610898961757347)	(65, 0.00042996126934177607)	(66, 0.0006702337433857098)	(67, 0.0004678990284013445)	(68, 0.000935798056802689)	(69, 0.001530156282069262)	(70, 0.0010369654142948716)	(71, 0.0003793775905956848)	(72, 0.0003414398315361163)	(73, 0.0004678990284013445)	(74, 0.0008852143780565978)
SRR18856115_1	(1, 0.001836803716625909)	(2, 1.3310171859608033e-05)	(3, 0.0)	(4, 1.3310171859608033e-05)	(5, 0.0003194441246305928)	(6, 0.011593159689718597)	(7, 0.001956595263362381)	(8, 0.00039930515578824106)	(9, 0.0005324068743843214)	(10, 0.0002662034371921607)	(11, 6.655085929804017e-05)	(12, 0.0004924763588054973)	(13, 0.000785300139716874)	(14, 0.00041261532764784903)	(15, 0.0007719899678572658)	(16, 0.0006921289366996178)	(17, 0.0008385408271553062)	(18, 0.0006788187648400098)	(19, 6.655085929804017e-05)	(20, 0.0006788187648400098)	(21, 0.00041261532764784903)	(22, 0.00029282378091137674)	(23, 0.00013310171859608034)	(24, 0.00013310171859608034)	(25, 0.00010648137487686426)	(26, 0.0005057865306651053)	(27, 5.324068743843213e-05)	(28, 7.98610311576482e-05)	(29, 0.00013310171859608034)	(30, 0.00013310171859608034)	(31, 0.00029282378091137674)	(32, 0.001224535811083939)	(33, 0.0)	(34, 0.0007187492804188339)	(35, 0.00039930515578824106)	(36, 6.655085929804017e-05)	(37, 0.0003194441246305928)	(38, 0.00043923567136706514)	(39, 0.00018634240603451248)	(40, 0.00037268481206902495)	(41, 0.00042592549950745706)	(42, 0.00045254584322667316)	(43, 0.0003194441246305928)	(44, 0.0006255780774015777)	(45, 0.0006122679055419695)	(46, 0.0007986103115764821)	(47, 0.0006255780774015777)	(48, 0.0004924763588054973)	(49, 0.0028217564342369033)	(50, 0.0009849527176109946)	(51, 0.0008385408271553062)	(52, 0.0006788187648400098)	(53, 0.0008784713427341303)	(54, 0.001157984951785899)	(55, 0.001836803716625909)	(56, 0.0015040494201357078)	(57, 0.00081192048343609)	(58, 0.0004924763588054973)	(59, 0.00021296274975372853)	(60, 0.002595483512623567)	(61, 0.00023958309347294463)	(62, 0.0005856475618227535)	(63, 0.0005590272181035374)	(64, 0.0008518509990149141)	(65, 0.0002662034371921607)	(66, 0.0006255780774015777)	(67, 0.00029282378091137674)	(68, 0.0007719899678572658)	(69, 0.0022094885286949337)	(70, 0.0009583323738917785)	(71, 0.00037268481206902495)	(72, 0.00022627292161333658)	(73, 0.0003194441246305928)	(74, 0.0009317120301725624)
SRR18856116_1	(1, 0.0012379563354643788)	(2, 1.6506084472858386e-05)	(3, 0.0)	(4, 3.301216894571677e-05)	(5, 0.00029710952051145093)	(6, 0.010596906231575083)	(7, 0.0018486814609601392)	(8, 0.00029710952051145093)	(9, 0.0008087981391700609)	(10, 0.00031361560498430934)	(11, 8.253042236429192e-05)	(12, 0.00037963994287574284)	(13, 0.0008418103081157776)	(14, 0.0005281947031314684)	(15, 0.0011059076596815118)	(16, 0.0008253042236429193)	(17, 0.0008748224770614944)	(18, 0.00041265211182145965)	(19, 8.253042236429192e-05)	(20, 0.0006767494633871938)	(21, 0.00037963994287574284)	(22, 0.0002806034360385926)	(23, 6.602433789143355e-05)	(24, 0.00014855476025572547)	(25, 0.00014855476025572547)	(26, 0.0005281947031314684)	(27, 9.903650683715031e-05)	(28, 3.301216894571677e-05)	(29, 0.0001155425913100087)	(30, 0.00019807301367430062)	(31, 0.00037963994287574284)	(32, 0.0011884380820458037)	(33, 0.0)	(34, 0.0004621703652400348)	(35, 0.00039614602734860125)	(36, 6.602433789143355e-05)	(37, 0.00029710952051145093)	(38, 0.0004951825341857516)	(39, 0.0001320486757828671)	(40, 0.0004786764497128932)	(41, 0.0005612068720771852)	(42, 0.0006272312099686187)	(43, 0.00037963994287574284)	(44, 0.0006767494633871938)	(45, 0.0007097616323329106)	(46, 0.0009573528994257864)	(47, 0.0007427738012786273)	(48, 0.0006602433789143354)	(49, 0.00255844309329305)	(50, 0.0011059076596815118)	(51, 0.0007592798857514857)	(52, 0.000726267716805769)	(53, 0.0009903650683715031)	(54, 0.0014195232646658212)	(55, 0.0019972362212158645)	(56, 0.0015185597715029714)	(57, 0.0009573528994257864)	(58, 0.00039614602734860125)	(59, 0.0002806034360385926)	(60, 0.0025089248398744747)	(61, 0.0002475912670928758)	(62, 0.0004786764497128932)	(63, 0.00051168861865861)	(64, 0.0006107251254957603)	(65, 0.0003631338584028845)	(66, 0.0006272312099686187)	(67, 0.0004951825341857516)	(68, 0.0008418103081157776)	(69, 0.0019312118833244311)	(70, 0.0011389198286272286)	(71, 0.0002806034360385926)	(72, 0.00031361560498430934)	(73, 0.000429158196294318)	(74, 0.0008087981391700609)
