Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR18856121_1	(1, 22.0269051459064)	(2, 29.495875253512192)	(3, 30.718341624924268)	(4, 31.19647372717679)	(5, 31.399010129109882)	(6, 34.86847204325849)	(7, 34.90818350158294)	(8, 35.00526651135934)	(9, 34.92503776016111)	(10, 35.0798441806685)	(11, 35.21220556318818)	(12, 35.20173739407955)	(13, 35.083794561967906)	(14, 35.14731838855846)	(15, 34.90633147590319)	(16, 35.33483634419063)	(17, 35.19189073873382)	(18, 35.169985578605136)	(19, 35.279817158330985)	(20, 35.0079462739041)	(21, 34.8150070684746)	(22, 34.92967450883346)	(23, 35.08916774044903)	(24, 35.01110532738273)	(25, 35.20625296890156)	(26, 35.02318914782925)	(27, 34.890411621311806)	(28, 35.02151319401185)	(29, 34.90766751715918)	(30, 34.87891432781225)	(31, 35.13516800782794)	(32, 35.04705129408552)	(33, 35.16861085273964)	(34, 35.19352089680027)	(35, 35.12390794200722)	(36, 34.96871638207879)	(37, 34.99582689775032)	(38, 34.916250380446066)	(39, 34.90536777401361)	(40, 34.967929036497225)	(41, 34.954579717317905)	(42, 35.01450985746428)	(43, 35.09014338905624)	(44, 35.105298369273044)	(45, 34.99733872642301)	(46, 35.044432971802905)	(47, 34.89629765531444)	(48, 34.88461945437634)	(49, 34.774585633787595)	(50, 34.488642369318555)	(51, 34.681536916779734)	(52, 34.68739251509695)	(53, 34.647843190797616)	(54, 34.548413504342065)	(55, 34.423135956491194)	(56, 34.35011847161659)	(57, 34.33781904136124)	(58, 34.21745187890579)	(59, 34.08605988718885)	(60, 34.04491795164993)	(61, 33.71377996990565)	(62, 33.20930165746485)	(63, 33.18595947787155)	(64, 32.84938972184059)	(65, 32.90728436885775)	(66, 32.84697876044271)	(67, 33.03687951735261)	(68, 33.09214076646727)	(69, 33.19050776394424)	(70, 33.24158567076553)	(71, 33.200311183549935)	(72, 33.20399560815904)	(73, 33.09313518848791)	(74, 31.631997576522995)
SRR18856122_1	(1, 22.230878643019544)	(2, 29.73559924685494)	(3, 30.80858066256163)	(4, 31.136977052722436)	(5, 31.449615600180547)	(6, 34.901314756228786)	(7, 34.79303175900373)	(8, 34.925225158252054)	(9, 34.97442341295687)	(10, 35.17895352315546)	(11, 35.1822191646037)	(12, 35.25717135724687)	(13, 35.19388398206802)	(14, 35.21001910771948)	(15, 35.248196361693324)	(16, 35.309898235092184)	(17, 35.21974575138043)	(18, 35.23739051626871)	(19, 35.258302064349195)	(20, 35.1308581931166)	(21, 35.07962535067397)	(22, 35.18698873656897)	(23, 35.242588622800525)	(24, 35.03919759249331)	(25, 35.295245473682925)	(26, 35.088955555459705)	(27, 35.03539190615169)	(28, 35.036472883961515)	(29, 35.06390340947581)	(30, 34.97719747019985)	(31, 35.229945203901515)	(32, 35.147299306149506)	(33, 35.20129047514055)	(34, 35.21996839145275)	(35, 35.202273897271965)	(36, 35.1027443972721)	(37, 35.09264884345143)	(38, 34.97864241061223)	(39, 34.91738607107889)	(40, 34.976915713162455)	(41, 34.951013221648786)	(42, 35.00558579203667)	(43, 35.056613247426824)	(44, 35.09724004963795)	(45, 34.99379741250372)	(46, 35.02221529282308)	(47, 34.94015307995582)	(48, 35.02117224628483)	(49, 34.967737106602605)	(50, 34.78237700436324)	(51, 34.86218719069839)	(52, 34.741974110828835)	(53, 34.73400740205296)	(54, 34.52514373922162)	(55, 34.497642806163086)	(56, 34.35038777430716)	(57, 34.28838067468949)	(58, 34.10593988489698)	(59, 34.01825509046545)	(60, 33.741609894505395)	(61, 33.47713289823585)	(62, 32.67322361765887)	(63, 33.18350223109456)	(64, 33.40036076571947)	(65, 33.2525122807249)	(66, 33.473180307504634)	(67, 33.63586486724436)	(68, 34.01593595476055)	(69, 34.08594439605424)	(70, 34.05027162088823)	(71, 33.664952824408154)	(72, 33.516848461905965)	(73, 32.86104709592349)	(74, 31.792932173558274)
SRR18856123_1	(1, 22.18862185589727)	(2, 29.66829634716719)	(3, 30.767284293032084)	(4, 31.16779462191632)	(5, 31.46989717507903)	(6, 34.96626716259993)	(7, 34.79533873240722)	(8, 34.885410492230584)	(9, 34.972348137052656)	(10, 35.159073512909515)	(11, 35.147999977302355)	(12, 35.259743231386665)	(13, 35.24968541527714)	(14, 35.24567391370694)	(15, 35.24982282803116)	(16, 35.34017600794785)	(17, 35.211814398924254)	(18, 35.22932961746344)	(19, 35.26103899071559)	(20, 35.09395443693667)	(21, 35.10737625835806)	(22, 35.191263370713386)	(23, 35.28250988689366)	(24, 35.1102307936154)	(25, 35.263664402474596)	(26, 35.149054344137056)	(27, 35.03717245039913)	(28, 35.042076061333326)	(29, 35.0743705123272)	(30, 34.974017333944126)	(31, 35.24137623780749)	(32, 35.157950132972914)	(33, 35.16437571284783)	(34, 35.22212925049778)	(35, 35.2262366035984)	(36, 35.12885022178511)	(37, 35.05210259150332)	(38, 34.973730546165086)	(39, 34.95111709974433)	(40, 35.03144252259144)	(41, 35.027971777015296)	(42, 34.97814263045125)	(43, 35.066382935912436)	(44, 35.124679683355616)	(45, 35.0727979337784)	(46, 35.08614338070035)	(47, 34.96032559461305)	(48, 34.99510206347641)	(49, 34.94661100427712)	(50, 34.752510734988)	(51, 34.77092465747647)	(52, 34.76104044765885)	(53, 34.82034969398824)	(54, 34.60823501138946)	(55, 34.53712283764698)	(56, 34.33276369407811)	(57, 34.167270429066726)	(58, 34.044815728116596)	(59, 34.053199899823646)	(60, 33.931155136698855)	(61, 33.73900778483126)	(62, 33.17086217761488)	(63, 33.2985988346601)	(64, 32.51112790259521)	(65, 33.04121447109662)	(66, 32.84018697336294)	(67, 32.73862836613321)	(68, 32.63330486415077)	(69, 32.43982954684004)	(70, 32.53869188885946)	(71, 32.23617157638654)	(72, 32.44863669218056)	(73, 31.408485329578202)	(74, 29.72896039736824)
SRR18856124_1	(1, 22.205467340611364)	(2, 29.687879447103885)	(3, 30.714558410639857)	(4, 31.048232018637314)	(5, 31.357846897168283)	(6, 34.89983158191461)	(7, 34.85783906693589)	(8, 34.96842901366648)	(9, 35.01118735941754)	(10, 35.18068244220182)	(11, 35.2036604293759)	(12, 35.2347932631404)	(13, 35.215971767586446)	(14, 35.200902996017135)	(15, 35.18074202005697)	(16, 35.3221900615286)	(17, 35.215233172405036)	(18, 35.22535544999494)	(19, 35.28763507576431)	(20, 35.07958818424741)	(21, 35.00721675070549)	(22, 35.11746676321684)	(23, 35.21003049364849)	(24, 35.04863459471568)	(25, 35.23222188291215)	(26, 35.09362166291667)	(27, 34.94826378214523)	(28, 35.05490184463253)	(29, 35.046094875861876)	(30, 35.02879431783867)	(31, 35.17374962253173)	(32, 35.126317138710526)	(33, 35.17175631772087)	(34, 35.21698731468308)	(35, 35.182570038875404)	(36, 35.04693066805841)	(37, 35.03018929076138)	(38, 34.935840437567)	(39, 34.954088964376865)	(40, 34.982503515944565)	(41, 34.98393253335594)	(42, 34.98723655098009)	(43, 35.04732966946546)	(44, 35.09316580721355)	(45, 34.990840840994196)	(46, 35.015708467511175)	(47, 34.87983214705313)	(48, 34.864082485710675)	(49, 34.78032759649655)	(50, 34.53973894005208)	(51, 34.603605209215296)	(52, 34.483789886948465)	(53, 34.45305809726034)	(54, 34.219777771195844)	(55, 34.10621352771375)	(56, 34.01802349273984)	(57, 33.90858544128296)	(58, 33.80141100787687)	(59, 33.61856674064534)	(60, 33.615302725295365)	(61, 33.1041805610736)	(62, 32.543458811105175)	(63, 32.90384015023152)	(64, 32.615890673614466)	(65, 32.80101200646981)	(66, 32.968684347331404)	(67, 32.99709413267069)	(68, 33.03836745782654)	(69, 33.15053383460438)	(70, 33.2452961581135)	(71, 33.26468823929735)	(72, 33.28123437145192)	(73, 32.84946259072431)	(74, 31.283679616849707)
SRR18856125_1	(1, 22.15204935141851)	(2, 29.52769751644173)	(3, 30.630115732965084)	(4, 30.980370622966927)	(5, 31.352833253479485)	(6, 34.92239598342189)	(7, 34.94329838080265)	(8, 34.9659658507319)	(9, 34.994907669972456)	(10, 35.19342997182199)	(11, 35.19386632938258)	(12, 35.234596267315375)	(13, 35.20088683769065)	(14, 35.19620326654037)	(15, 35.13547373139917)	(16, 35.35727863058814)	(17, 35.21545446702094)	(18, 35.21497733302734)	(19, 35.28689378311065)	(20, 35.04172547962658)	(21, 34.896848304956)	(22, 35.03959913782708)	(23, 35.18232958248165)	(24, 34.99536889121171)	(25, 35.141565084035506)	(26, 35.097731413094856)	(27, 34.94685513003579)	(28, 35.024100115093965)	(29, 35.015229003182796)	(30, 34.988462755825495)	(31, 35.179148026159574)	(32, 35.12850742591059)	(33, 35.18713995839312)	(34, 35.22965958391628)	(35, 35.17799832965807)	(36, 35.039511120404605)	(37, 35.01684738002716)	(38, 34.92952887555754)	(39, 34.911585504574795)	(40, 34.9883023850981)	(41, 34.999039267456354)	(42, 34.97824403253064)	(43, 35.09450758851905)	(44, 35.14909604366659)	(45, 35.070712053488734)	(46, 35.09662274166315)	(47, 34.93842161886914)	(48, 34.899446062103)	(49, 34.82149022447178)	(50, 34.58417213025285)	(51, 34.664909467616425)	(52, 34.70293473458396)	(53, 34.69152379789708)	(54, 34.54607674771148)	(55, 34.368861872568175)	(56, 34.30263224306931)	(57, 34.246673053316925)	(58, 34.14608157126515)	(59, 34.08527719645116)	(60, 34.272284134163414)	(61, 34.026611595276)	(62, 33.68693222235787)	(63, 33.56835286333853)	(64, 33.17714127865446)	(65, 33.194115463442806)	(66, 33.50826655156441)	(67, 33.626654211621236)	(68, 33.89978843495823)	(69, 34.11421603205028)	(70, 34.09529825350062)	(71, 34.06257790101322)	(72, 34.20093159231225)	(73, 33.9759973505264)	(74, 32.72098477074818)
SRR18856126_1	(1, 22.158364054573525)	(2, 29.60214511463294)	(3, 30.75078836015803)	(4, 31.081264945964083)	(5, 31.369588604479713)	(6, 34.927790847800544)	(7, 34.861442950084516)	(8, 34.934537093194315)	(9, 34.95246921662256)	(10, 35.16308589793796)	(11, 35.16366088760948)	(12, 35.24315761312354)	(13, 35.21915443639367)	(14, 35.20701056841976)	(15, 35.19780642810271)	(16, 35.337788818310116)	(17, 35.235537727874885)	(18, 35.22715086355112)	(19, 35.28850860243652)	(20, 35.10879438678565)	(21, 35.0472166722737)	(22, 35.10958876496015)	(23, 35.225604575806166)	(24, 35.0929958703686)	(25, 35.24402185900149)	(26, 35.08457651854126)	(27, 34.913388119789644)	(28, 35.04370958755157)	(29, 35.008446163803164)	(30, 34.954472677911646)	(31, 35.18777600923115)	(32, 35.11583575962144)	(33, 35.18664109939278)	(34, 35.22456986838843)	(35, 35.198543659584196)	(36, 35.10001708529555)	(37, 35.07055405088835)	(38, 34.97036552551375)	(39, 34.96798747939441)	(40, 35.01084534637061)	(41, 35.01250025197386)	(42, 35.05116644815885)	(43, 35.1301694027603)	(44, 35.167157991231115)	(45, 35.075882784304305)	(46, 35.11016845162014)	(47, 34.99364047332335)	(48, 35.01895606691408)	(49, 34.94084749719991)	(50, 34.745932848330135)	(51, 34.84376054987644)	(52, 34.82391773068134)	(53, 34.853702900214245)	(54, 34.6841887821433)	(55, 34.5991161441952)	(56, 34.51909296455711)	(57, 34.360821479797956)	(58, 34.14635894346724)	(59, 34.03687938348895)	(60, 33.704729691249334)	(61, 33.247389208316726)	(62, 32.293181910253466)	(63, 32.88711453625948)	(64, 32.475090989473465)	(65, 32.9059195167112)	(66, 33.072326968326834)	(67, 33.22197165093469)	(68, 33.21182791721636)	(69, 33.09188933816888)	(70, 33.02291230115838)	(71, 32.82622258206373)	(72, 32.86739736150587)	(73, 32.185445911535744)	(74, 30.918141667826237)
SRR18856127_1	(1, 22.18022919449417)	(2, 29.734123126365496)	(3, 30.789604054449313)	(4, 31.166316672871247)	(5, 31.461291948602607)	(6, 34.93963014145304)	(7, 34.80015057623054)	(8, 34.953579271985134)	(9, 35.02645675370624)	(10, 35.206733539782334)	(11, 35.17489729623008)	(12, 35.27640079888214)	(13, 35.22496919486531)	(14, 35.236351914627015)	(15, 35.23139910792925)	(16, 35.33707716236518)	(17, 35.22580223690534)	(18, 35.24499565679476)	(19, 35.26426469301725)	(20, 35.11285579914787)	(21, 35.06848794727408)	(22, 35.17210656121281)	(23, 35.246262577527254)	(24, 35.038591975907806)	(25, 35.29167062737193)	(26, 35.12434758821138)	(27, 35.06172666046335)	(28, 35.05668662357167)	(29, 35.06541305137909)	(30, 34.9763897783381)	(31, 35.22871302389716)	(32, 35.15974941327911)	(33, 35.21266847514678)	(34, 35.24230035741657)	(35, 35.207793683296835)	(36, 35.12647342969556)	(37, 35.09632447814315)	(38, 34.998922814407095)	(39, 34.94822389352412)	(40, 34.99735746794606)	(41, 34.98612358233577)	(42, 35.012289232095306)	(43, 35.10349288127137)	(44, 35.12960866717187)	(45, 35.04931220065116)	(46, 35.070770197166745)	(47, 34.96837053366574)	(48, 34.99247598550237)	(49, 34.942568195770306)	(50, 34.720998201240185)	(51, 34.80824581594884)	(52, 34.71561290446375)	(53, 34.72269824323944)	(54, 34.50675213458344)	(55, 34.45651877803501)	(56, 34.193614042874586)	(57, 34.16163729685369)	(58, 33.92570928814734)	(59, 33.847677524490415)	(60, 33.78505987892045)	(61, 33.6025745657205)	(62, 32.93812425291)	(63, 33.383698481954774)	(64, 33.2869503503662)	(65, 33.4175599556098)	(66, 33.49274051643052)	(67, 33.27709106617641)	(68, 33.45636401071555)	(69, 33.3414382933482)	(70, 33.6651428523819)	(71, 33.2307146475654)	(72, 33.49980590966259)	(73, 32.64458000681431)	(74, 31.738157175680726)
SRR18856128_1	(1, 22.48337545063821)	(2, 29.65361681759716)	(3, 30.698270006938152)	(4, 31.034654050650733)	(5, 31.390389277043298)	(6, 34.96474414492124)	(7, 34.90684617294019)	(8, 34.932897614426274)	(9, 34.980024606125596)	(10, 35.160538760368695)	(11, 35.187222994363985)	(12, 35.24192696919721)	(13, 35.21385860090879)	(14, 35.21354665422482)	(15, 35.16491348286645)	(16, 35.374934805844575)	(17, 35.20289803713548)	(18, 35.21282010290586)	(19, 35.283412699900936)	(20, 35.068517507948044)	(21, 34.98887035254266)	(22, 35.1268650454762)	(23, 35.21471863934673)	(24, 34.990990890775436)	(25, 35.21259079110506)	(26, 35.10122026296327)	(27, 34.932068246243055)	(28, 35.00898241180077)	(29, 35.02254374960867)	(30, 34.95718114615219)	(31, 35.19692862030574)	(32, 35.121467875212424)	(33, 35.17387809638469)	(34, 35.21231809599059)	(35, 35.174870986288646)	(36, 35.06681888435916)	(37, 35.01400343443287)	(38, 34.92522289965169)	(39, 34.90444515284434)	(40, 34.99008969380915)	(41, 34.98187594533512)	(42, 34.9715804334581)	(43, 35.06849192291691)	(44, 35.139131717143336)	(45, 35.05164108110582)	(46, 35.06926026841717)	(47, 34.91650110555939)	(48, 34.895600042080225)	(49, 34.82277010562327)	(50, 34.625872314485484)	(51, 34.71872674900703)	(52, 34.757592636087736)	(53, 34.81931676207288)	(54, 34.61003104846822)	(55, 34.54187109530313)	(56, 34.40102120824277)	(57, 34.2962695753298)	(58, 34.18319533837555)	(59, 34.13317898620347)	(60, 33.90249783003975)	(61, 33.73633163412706)	(62, 33.19034738751406)	(63, 33.177769881555605)	(64, 32.39957334974166)	(65, 33.04346801442042)	(66, 33.03487621135588)	(67, 33.09666279024311)	(68, 33.25903429697261)	(69, 33.28583135936608)	(70, 33.280578164494905)	(71, 33.14280007030322)	(72, 33.25252600535665)	(73, 32.764949842215046)	(74, 31.56273417851868)
SRR18856129_1	(1, 22.159545657465525)	(2, 29.673924591011424)	(3, 30.771469014412716)	(4, 31.155559930581518)	(5, 31.456929411498677)	(6, 34.940717661024465)	(7, 34.78666571523392)	(8, 34.90575047665291)	(9, 34.975602926495185)	(10, 35.16365893410917)	(11, 35.15619334647917)	(12, 35.27139934949623)	(13, 35.236275503689534)	(14, 35.240755452041356)	(15, 35.24496161524033)	(16, 35.34801599869363)	(17, 35.20627003204857)	(18, 35.218273385171976)	(19, 35.255579388013004)	(20, 35.081832242819)	(21, 35.08661237993634)	(22, 35.200917004237986)	(23, 35.26244419190254)	(24, 35.0774866143839)	(25, 35.26967580290339)	(26, 35.17393860523661)	(27, 35.058620623821234)	(28, 35.0797850827171)	(29, 35.08938990458547)	(30, 34.98923653344667)	(31, 35.25543369423235)	(32, 35.17379534871251)	(33, 35.183779840990674)	(34, 35.22079729973638)	(35, 35.22110046737102)	(36, 35.15706141602168)	(37, 35.11125737659391)	(38, 35.00860080757142)	(39, 35.00836358126687)	(40, 35.06963377376816)	(41, 35.06563518358567)	(42, 34.98977394851675)	(43, 35.07906081131125)	(44, 35.13200926211652)	(45, 35.07989800893742)	(46, 35.10166447020203)	(47, 34.99794078901848)	(48, 35.03099215433575)	(49, 34.99070971963019)	(50, 34.80436696797025)	(51, 34.83376651055136)	(52, 34.84231830218542)	(53, 34.93752485493923)	(54, 34.76126963734841)	(55, 34.730685723485394)	(56, 34.58654718332353)	(57, 34.500921215275696)	(58, 34.40643703828375)	(59, 34.46437902155794)	(60, 34.308285738000606)	(61, 34.057312900277076)	(62, 33.6976747083044)	(63, 33.64373402327553)	(64, 33.31602321513948)	(65, 33.178834647443395)	(66, 33.160970910936825)	(67, 33.34043139170193)	(68, 33.608465566913324)	(69, 33.45091710579034)	(70, 33.527232347593944)	(71, 33.639111901624744)	(72, 33.70848353491025)	(73, 33.28564782211493)	(74, 32.17595976793526)
SRR18856130_1	(1, 22.172891662947915)	(2, 29.596946103352145)	(3, 30.731237914053754)	(4, 31.11601547570498)	(5, 31.46130878031317)	(6, 34.95965446915784)	(7, 34.828453938354826)	(8, 34.89007438217105)	(9, 34.964285917635145)	(10, 35.14598097137379)	(11, 35.158321892386056)	(12, 35.26295834071746)	(13, 35.21739730370857)	(14, 35.232301139255014)	(15, 35.2148098347308)	(16, 35.3689169034925)	(17, 35.21038318454764)	(18, 35.20427295360064)	(19, 35.260835893756834)	(20, 35.069151362842796)	(21, 35.078808999168)	(22, 35.15949596844505)	(23, 35.2606263802978)	(24, 35.078244335930414)	(25, 35.25545793681466)	(26, 35.13687545416824)	(27, 35.03019271323755)	(28, 35.028749783814135)	(29, 35.05985234594578)	(30, 34.959773949656984)	(31, 35.21818135556187)	(32, 35.14194203229657)	(33, 35.185511223515896)	(34, 35.22777120027102)	(35, 35.20820210940464)	(36, 35.12211841149119)	(37, 35.050000765102226)	(38, 34.98750685923044)	(39, 34.95484811475252)	(40, 35.025617223981364)	(41, 35.008293708155136)	(42, 34.96780129547821)	(43, 35.08716516101666)	(44, 35.1457654972346)	(45, 35.06461973351667)	(46, 35.103808892409546)	(47, 34.98347432566025)	(48, 34.99671023834892)	(49, 34.94033599375392)	(50, 34.75050710263971)	(51, 34.788206091494835)	(52, 34.81126244714567)	(53, 34.92206134909942)	(54, 34.75606663791306)	(55, 34.70324513661879)	(56, 34.58408882730112)	(57, 34.4970450150565)	(58, 34.370994600869295)	(59, 34.21332126606982)	(60, 34.12561350522867)	(61, 33.76698918394552)	(62, 33.34902531314033)	(63, 33.42609352680812)	(64, 32.56073781832701)	(65, 33.463586471853844)	(66, 33.55776815409657)	(67, 33.55913902156592)	(68, 33.60245724146128)	(69, 33.624701254269446)	(70, 33.18044847089872)	(71, 32.83620433496247)	(72, 33.093404747619466)	(73, 32.3229579243595)	(74, 31.34812275940702)
